questionId,frontendQuestionId,title,titleSlug,difficulty,acRate,isPaidOnly,topics,hasSolution,hasVideoSolution,url
529,529,Minesweeper,minesweeper,Medium,67.81,False,"Array, Depth-First Search, Breadth-First Search, Matrix",False,False,https://leetcode.com/problems/minesweeper
530,530,Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,Easy,58.69,False,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/minimum-absolute-difference-in-bst
531,531,Lonely Pixel I,lonely-pixel-i,Medium,62.5,True,"Array, Hash Table, Matrix",True,True,https://leetcode.com/problems/lonely-pixel-i
532,532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,Medium,44.34,False,"Array, Hash Table, Two Pointers, Binary Search, Sorting",True,False,https://leetcode.com/problems/k-diff-pairs-in-an-array
533,533,Lonely Pixel II,lonely-pixel-ii,Medium,48.62,True,"Array, Hash Table, Matrix",False,False,https://leetcode.com/problems/lonely-pixel-ii
1181,534,Game Play Analysis III,game-play-analysis-iii,Medium,81.17,True,Database,True,False,https://leetcode.com/problems/game-play-analysis-iii
535,535,Encode and Decode TinyURL,encode-and-decode-tinyurl,Medium,86.62,False,"Hash Table, String, Design, Hash Function",True,False,https://leetcode.com/problems/encode-and-decode-tinyurl
536,536,Construct Binary Tree from String,construct-binary-tree-from-string,Medium,58.09,True,"String, Stack, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/construct-binary-tree-from-string
537,537,Complex Number Multiplication,complex-number-multiplication,Medium,72.25,False,"Math, String, Simulation",True,False,https://leetcode.com/problems/complex-number-multiplication
538,538,Convert BST to Greater Tree,convert-bst-to-greater-tree,Medium,70.25,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/convert-bst-to-greater-tree
539,539,Minimum Time Difference,minimum-time-difference,Medium,62.28,False,"Array, Math, String, Sorting",True,False,https://leetcode.com/problems/minimum-time-difference
540,540,Single Element in a Sorted Array,single-element-in-a-sorted-array,Medium,59.15,False,"Array, Binary Search",True,False,https://leetcode.com/problems/single-element-in-a-sorted-array
541,541,Reverse String II,reverse-string-ii,Easy,51.85,False,"Two Pointers, String",True,False,https://leetcode.com/problems/reverse-string-ii
542,542,01 Matrix,01-matrix,Medium,50.84,False,"Array, Dynamic Programming, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/01-matrix
543,543,Diameter of Binary Tree,diameter-of-binary-tree,Easy,62.93,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/diameter-of-binary-tree
544,544,Output Contest Matches,output-contest-matches,Medium,77.36,True,"String, Recursion, Simulation",True,False,https://leetcode.com/problems/output-contest-matches
545,545,Boundary of Binary Tree,boundary-of-binary-tree,Medium,46.88,True,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/boundary-of-binary-tree
546,546,Remove Boxes,remove-boxes,Hard,48.19,False,"Array, Dynamic Programming, Memoization",True,False,https://leetcode.com/problems/remove-boxes
547,547,Number of Provinces,number-of-provinces,Medium,68.12,False,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,False,https://leetcode.com/problems/number-of-provinces
548,548,Split Array with Equal Sum,split-array-with-equal-sum,Hard,50.16,True,"Array, Hash Table, Prefix Sum",True,False,https://leetcode.com/problems/split-array-with-equal-sum
549,549,Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,Medium,49.56,True,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii
1182,550,Game Play Analysis IV,game-play-analysis-iv,Medium,39.05,False,Database,True,False,https://leetcode.com/problems/game-play-analysis-iv
551,551,Student Attendance Record I,student-attendance-record-i,Easy,49.49,False,String,True,False,https://leetcode.com/problems/student-attendance-record-i
552,552,Student Attendance Record II,student-attendance-record-ii,Hard,55.65,False,Dynamic Programming,True,False,https://leetcode.com/problems/student-attendance-record-ii
553,553,Optimal Division,optimal-division,Medium,61.5,False,"Array, Math, Dynamic Programming",True,False,https://leetcode.com/problems/optimal-division
554,554,Brick Wall,brick-wall,Medium,55.78,False,"Array, Hash Table",True,True,https://leetcode.com/problems/brick-wall
555,555,Split Concatenated Strings,split-concatenated-strings,Medium,43.3,True,"Array, String, Greedy",False,False,https://leetcode.com/problems/split-concatenated-strings
556,556,Next Greater Element III,next-greater-element-iii,Medium,34.43,False,"Math, Two Pointers, String",True,False,https://leetcode.com/problems/next-greater-element-iii
557,557,Reverse Words in a String III,reverse-words-in-a-string-iii,Easy,83.54,False,"Two Pointers, String",True,False,https://leetcode.com/problems/reverse-words-in-a-string-iii
773,558,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,Medium,50.07,False,"Divide and Conquer, Tree",False,False,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees
774,559,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,Easy,72.79,False,"Tree, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/maximum-depth-of-n-ary-tree
560,560,Subarray Sum Equals K,subarray-sum-equals-k,Medium,45.04,False,"Array, Hash Table, Prefix Sum",True,True,https://leetcode.com/problems/subarray-sum-equals-k
561,561,Array Partition,array-partition,Easy,80.11,False,"Array, Greedy, Sorting, Counting Sort",True,False,https://leetcode.com/problems/array-partition
562,562,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,Medium,50.49,True,"Array, Dynamic Programming, Matrix",True,False,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix
563,563,Binary Tree Tilt,binary-tree-tilt,Easy,63.6,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/binary-tree-tilt
564,564,Find the Closest Palindrome,find-the-closest-palindrome,Hard,31.58,False,"Math, String",True,False,https://leetcode.com/problems/find-the-closest-palindrome
565,565,Array Nesting,array-nesting,Medium,55.9,False,"Array, Depth-First Search",True,False,https://leetcode.com/problems/array-nesting
566,566,Reshape the Matrix,reshape-the-matrix,Easy,63.73,False,"Array, Matrix, Simulation",True,False,https://leetcode.com/problems/reshape-the-matrix
567,567,Permutation in String,permutation-in-string,Medium,46.91,False,"Hash Table, Two Pointers, String, Sliding Window",True,False,https://leetcode.com/problems/permutation-in-string
568,568,Maximum Vacation Days,maximum-vacation-days,Hard,46.23,True,"Array, Dynamic Programming, Matrix",True,False,https://leetcode.com/problems/maximum-vacation-days
569,569,Median Employee Salary,median-employee-salary,Hard,66.2,True,Database,True,False,https://leetcode.com/problems/median-employee-salary
570,570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,Medium,49.06,False,Database,True,False,https://leetcode.com/problems/managers-with-at-least-5-direct-reports
571,571,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,Hard,42.53,True,Database,False,False,https://leetcode.com/problems/find-median-given-frequency-of-numbers
572,572,Subtree of Another Tree,subtree-of-another-tree,Easy,49.57,False,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function",True,False,https://leetcode.com/problems/subtree-of-another-tree
573,573,Squirrel Simulation,squirrel-simulation,Medium,57.24,True,"Array, Math",True,True,https://leetcode.com/problems/squirrel-simulation
574,574,Winning Candidate,winning-candidate,Medium,61.75,True,Database,True,False,https://leetcode.com/problems/winning-candidate
575,575,Distribute Candies,distribute-candies,Easy,69.17,False,"Array, Hash Table",True,False,https://leetcode.com/problems/distribute-candies
576,576,Out of Boundary Paths,out-of-boundary-paths,Medium,48.11,False,Dynamic Programming,True,False,https://leetcode.com/problems/out-of-boundary-paths
577,577,Employee Bonus,employee-bonus,Easy,77.03,False,Database,True,False,https://leetcode.com/problems/employee-bonus
578,578,Get Highest Answer Rate Question,get-highest-answer-rate-question,Medium,40.24,True,Database,True,False,https://leetcode.com/problems/get-highest-answer-rate-question
579,579,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,Hard,48.46,True,Database,True,False,https://leetcode.com/problems/find-cumulative-salary-of-an-employee
580,580,Count Student Number in Departments,count-student-number-in-departments,Medium,59.64,True,Database,True,False,https://leetcode.com/problems/count-student-number-in-departments
581,581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,Medium,37.27,False,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack",True,False,https://leetcode.com/problems/shortest-unsorted-continuous-subarray
582,582,Kill Process,kill-process,Medium,69.98,True,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search",True,True,https://leetcode.com/problems/kill-process
583,583,Delete Operation for Two Strings,delete-operation-for-two-strings,Medium,63.19,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/delete-operation-for-two-strings
584,584,Find Customer Referee,find-customer-referee,Easy,71.63,False,Database,True,False,https://leetcode.com/problems/find-customer-referee
585,585,Investments in 2016,investments-in-2016,Medium,49.79,False,Database,True,False,https://leetcode.com/problems/investments-in-2016
586,586,Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,Easy,64.51,False,Database,True,False,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders
587,587,Erect the Fence,erect-the-fence,Hard,52.07,False,"Array, Math, Geometry",True,False,https://leetcode.com/problems/erect-the-fence
588,588,Design In-Memory File System,design-in-memory-file-system,Hard,48.09,True,"Hash Table, String, Design, Trie, Sorting",True,False,https://leetcode.com/problems/design-in-memory-file-system
775,589,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,Easy,76.07,False,"Stack, Tree, Depth-First Search",True,False,https://leetcode.com/problems/n-ary-tree-preorder-traversal
776,590,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,Easy,80.57,False,"Stack, Tree, Depth-First Search",True,False,https://leetcode.com/problems/n-ary-tree-postorder-traversal
591,591,Tag Validator,tag-validator,Hard,38.79,False,"String, Stack",True,False,https://leetcode.com/problems/tag-validator
592,592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,Medium,66.12,False,"Math, String, Simulation",True,False,https://leetcode.com/problems/fraction-addition-and-subtraction
593,593,Valid Square,valid-square,Medium,44.18,False,"Math, Geometry",True,False,https://leetcode.com/problems/valid-square
594,594,Longest Harmonious Subsequence,longest-harmonious-subsequence,Easy,56.62,False,"Array, Hash Table, Sliding Window, Sorting, Counting",True,False,https://leetcode.com/problems/longest-harmonious-subsequence
595,595,Big Countries,big-countries,Easy,68.2,False,Database,True,False,https://leetcode.com/problems/big-countries
596,596,Classes More Than 5 Students,classes-more-than-5-students,Easy,59.86,False,Database,True,False,https://leetcode.com/problems/classes-more-than-5-students
597,597,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,Easy,41.49,True,Database,True,False,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate
598,598,Range Addition II,range-addition-ii,Easy,57.05,False,"Array, Math",True,False,https://leetcode.com/problems/range-addition-ii
599,599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,Easy,57.51,False,"Array, Hash Table, String",True,False,https://leetcode.com/problems/minimum-index-sum-of-two-lists
600,600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,Hard,40.03,False,Dynamic Programming,True,False,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones
601,601,Human Traffic of Stadium,human-traffic-of-stadium,Hard,49.55,False,Database,True,False,https://leetcode.com/problems/human-traffic-of-stadium
602,602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,Medium,60.25,False,Database,True,False,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends
603,603,Consecutive Available Seats,consecutive-available-seats,Easy,65.44,True,Database,True,False,https://leetcode.com/problems/consecutive-available-seats
604,604,Design Compressed String Iterator,design-compressed-string-iterator,Easy,40.1,True,"Array, String, Design, Iterator",True,False,https://leetcode.com/problems/design-compressed-string-iterator
605,605,Can Place Flowers,can-place-flowers,Easy,28.83,False,"Array, Greedy",True,False,https://leetcode.com/problems/can-place-flowers
606,606,Construct String from Binary Tree,construct-string-from-binary-tree,Medium,69.91,False,"String, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/construct-string-from-binary-tree
607,607,Sales Person,sales-person,Easy,65.82,False,Database,True,False,https://leetcode.com/problems/sales-person
608,608,Tree Node,tree-node,Medium,73.6,False,Database,True,False,https://leetcode.com/problems/tree-node
609,609,Find Duplicate File in System,find-duplicate-file-in-system,Medium,67.55,False,"Array, Hash Table, String",True,False,https://leetcode.com/problems/find-duplicate-file-in-system
610,610,Triangle Judgement,triangle-judgement,Easy,73.35,False,Database,True,False,https://leetcode.com/problems/triangle-judgement
611,611,Valid Triangle Number,valid-triangle-number,Medium,52.01,False,"Array, Two Pointers, Binary Search, Greedy, Sorting",True,False,https://leetcode.com/problems/valid-triangle-number
612,612,Shortest Distance in a Plane,shortest-distance-in-a-plane,Medium,61.27,True,Database,True,False,https://leetcode.com/problems/shortest-distance-in-a-plane
613,613,Shortest Distance in a Line,shortest-distance-in-a-line,Easy,79.97,True,Database,True,False,https://leetcode.com/problems/shortest-distance-in-a-line
614,614,Second Degree Follower,second-degree-follower,Medium,39.72,True,Database,False,False,https://leetcode.com/problems/second-degree-follower
615,615,Average Salary: Departments VS Company,average-salary-departments-vs-company,Hard,56.56,True,Database,True,False,https://leetcode.com/problems/average-salary-departments-vs-company
616,616,Add Bold Tag in String,add-bold-tag-in-string,Medium,50.78,True,"Array, Hash Table, String, Trie, String Matching",True,False,https://leetcode.com/problems/add-bold-tag-in-string
617,617,Merge Two Binary Trees,merge-two-binary-trees,Easy,79.31,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/merge-two-binary-trees
618,618,Students Report By Geography,students-report-by-geography,Hard,63.67,True,Database,True,False,https://leetcode.com/problems/students-report-by-geography
619,619,Biggest Single Number,biggest-single-number,Easy,68.82,False,Database,True,False,https://leetcode.com/problems/biggest-single-number
620,620,Not Boring Movies,not-boring-movies,Easy,74.82,False,Database,True,False,https://leetcode.com/problems/not-boring-movies
621,621,Task Scheduler,task-scheduler,Medium,61.1,False,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting",True,False,https://leetcode.com/problems/task-scheduler
860,622,Design Circular Queue,design-circular-queue,Medium,52.42,False,"Array, Linked List, Design, Queue",True,False,https://leetcode.com/problems/design-circular-queue
623,623,Add One Row to Tree,add-one-row-to-tree,Medium,64.04,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/add-one-row-to-tree
624,624,Maximum Distance in Arrays,maximum-distance-in-arrays,Medium,45.6,False,"Array, Greedy",True,False,https://leetcode.com/problems/maximum-distance-in-arrays
625,625,Minimum Factorization,minimum-factorization,Medium,33.75,True,"Math, Greedy",True,True,https://leetcode.com/problems/minimum-factorization
626,626,Exchange Seats,exchange-seats,Medium,72.2,False,Database,True,False,https://leetcode.com/problems/exchange-seats
627,627,Swap Salary,swap-salary,Easy,83.85,False,Database,True,False,https://leetcode.com/problems/swap-salary
628,628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,Easy,45.25,False,"Array, Math, Sorting",True,False,https://leetcode.com/problems/maximum-product-of-three-numbers
629,629,K Inverse Pairs Array,k-inverse-pairs-array,Hard,49.1,False,Dynamic Programming,True,False,https://leetcode.com/problems/k-inverse-pairs-array
630,630,Course Schedule III,course-schedule-iii,Hard,40.48,False,"Array, Greedy, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/course-schedule-iii
631,631,Design Excel Sum Formula,design-excel-sum-formula,Hard,44.01,True,"Array, Hash Table, String, Graph, Design, Topological Sort, Matrix",True,False,https://leetcode.com/problems/design-excel-sum-formula
632,632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,Hard,69.72,False,"Array, Hash Table, Greedy, Sliding Window, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
633,633,Sum of Square Numbers,sum-of-square-numbers,Medium,36.41,False,"Math, Two Pointers, Binary Search",True,False,https://leetcode.com/problems/sum-of-square-numbers
634,634,Find the Derangement of An Array,find-the-derangement-of-an-array,Medium,41.73,True,"Math, Dynamic Programming, Combinatorics",True,False,https://leetcode.com/problems/find-the-derangement-of-an-array
635,635,Design Log Storage System,design-log-storage-system,Medium,59.25,True,"Hash Table, String, Design, Ordered Set",True,False,https://leetcode.com/problems/design-log-storage-system
636,636,Exclusive Time of Functions,exclusive-time-of-functions,Medium,64.22,False,"Array, Stack",True,False,https://leetcode.com/problems/exclusive-time-of-functions
637,637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,Easy,73.84,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/average-of-levels-in-binary-tree
638,638,Shopping Offers,shopping-offers,Medium,51.81,False,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",True,False,https://leetcode.com/problems/shopping-offers
639,639,Decode Ways II,decode-ways-ii,Hard,31.07,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/decode-ways-ii
640,640,Solve the Equation,solve-the-equation,Medium,44.43,False,"Math, String, Simulation",True,False,https://leetcode.com/problems/solve-the-equation
859,641,Design Circular Deque,design-circular-deque,Medium,64.57,False,"Array, Linked List, Design, Queue",True,False,https://leetcode.com/problems/design-circular-deque
642,642,Design Search Autocomplete System,design-search-autocomplete-system,Hard,49.3,True,"String, Depth-First Search, Design, Trie, Sorting, Heap (Priority Queue), Data Stream",True,False,https://leetcode.com/problems/design-search-autocomplete-system
643,643,Maximum Average Subarray I,maximum-average-subarray-i,Easy,44.83,False,"Array, Sliding Window",True,False,https://leetcode.com/problems/maximum-average-subarray-i
644,644,Maximum Average Subarray II,maximum-average-subarray-ii,Hard,37.35,True,"Array, Binary Search, Prefix Sum",True,True,https://leetcode.com/problems/maximum-average-subarray-ii
645,645,Set Mismatch,set-mismatch,Easy,44.82,False,"Array, Hash Table, Bit Manipulation, Sorting",True,False,https://leetcode.com/problems/set-mismatch
646,646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,Medium,60.64,False,"Array, Dynamic Programming, Greedy, Sorting",True,False,https://leetcode.com/problems/maximum-length-of-pair-chain
647,647,Palindromic Substrings,palindromic-substrings,Medium,71.36,False,"Two Pointers, String, Dynamic Programming",True,False,https://leetcode.com/problems/palindromic-substrings
648,648,Replace Words,replace-words,Medium,68.21,False,"Array, Hash Table, String, Trie",True,False,https://leetcode.com/problems/replace-words
649,649,Dota2 Senate,dota2-senate,Medium,48.58,False,"String, Greedy, Queue",True,False,https://leetcode.com/problems/dota2-senate
650,650,2 Keys Keyboard,2-keys-keyboard,Medium,59.6,False,"Math, Dynamic Programming",True,False,https://leetcode.com/problems/2-keys-keyboard
651,651,4 Keys Keyboard,4-keys-keyboard,Medium,55.85,True,"Math, Dynamic Programming",True,False,https://leetcode.com/problems/4-keys-keyboard
652,652,Find Duplicate Subtrees,find-duplicate-subtrees,Medium,59.97,False,"Hash Table, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/find-duplicate-subtrees
653,653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,Easy,61.95,False,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/two-sum-iv-input-is-a-bst
654,654,Maximum Binary Tree,maximum-binary-tree,Medium,85.84,False,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree",True,False,https://leetcode.com/problems/maximum-binary-tree
655,655,Print Binary Tree,print-binary-tree,Medium,65.32,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/print-binary-tree
656,656,Coin Path,coin-path,Hard,32.35,True,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/coin-path
657,657,Robot Return to Origin,robot-return-to-origin,Easy,76.06,False,"String, Simulation",True,False,https://leetcode.com/problems/robot-return-to-origin
658,658,Find K Closest Elements,find-k-closest-elements,Medium,48.41,False,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/find-k-closest-elements
659,659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,Medium,51.4,False,"Array, Hash Table, Greedy, Heap (Priority Queue)",True,False,https://leetcode.com/problems/split-array-into-consecutive-subsequences
660,660,Remove 9,remove-9,Hard,57.35,True,Math,True,False,https://leetcode.com/problems/remove-9
661,661,Image Smoother,image-smoother,Easy,68.13,False,"Array, Matrix",True,False,https://leetcode.com/problems/image-smoother
662,662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,Medium,43.81,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/maximum-width-of-binary-tree
663,663,Equal Tree Partition,equal-tree-partition,Medium,41.54,True,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/equal-tree-partition
664,664,Strange Printer,strange-printer,Hard,60.77,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/strange-printer
665,665,Non-decreasing Array,non-decreasing-array,Medium,25.02,False,Array,True,False,https://leetcode.com/problems/non-decreasing-array
666,666,Path Sum IV,path-sum-iv,Medium,62.62,True,"Array, Hash Table, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/path-sum-iv
667,667,Beautiful Arrangement II,beautiful-arrangement-ii,Medium,60.33,False,"Array, Math",True,False,https://leetcode.com/problems/beautiful-arrangement-ii
668,668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,Hard,52.58,False,"Math, Binary Search",True,False,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table
669,669,Trim a Binary Search Tree,trim-a-binary-search-tree,Medium,66.33,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,True,https://leetcode.com/problems/trim-a-binary-search-tree
670,670,Maximum Swap,maximum-swap,Medium,51.73,False,"Math, Greedy",True,False,https://leetcode.com/problems/maximum-swap
671,671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,Easy,45.16,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree
672,672,Bulb Switcher II,bulb-switcher-ii,Medium,49.47,False,"Math, Bit Manipulation, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/bulb-switcher-ii
673,673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,Medium,49.41,False,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",True,False,https://leetcode.com/problems/number-of-longest-increasing-subsequence
674,674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,Easy,50.93,False,Array,True,False,https://leetcode.com/problems/longest-continuous-increasing-subsequence
675,675,Cut Off Trees for Golf Event,cut-off-trees-for-golf-event,Hard,35.12,False,"Array, Breadth-First Search, Heap (Priority Queue), Matrix",True,False,https://leetcode.com/problems/cut-off-trees-for-golf-event
676,676,Implement Magic Dictionary,implement-magic-dictionary,Medium,58.0,False,"Hash Table, String, Depth-First Search, Design, Trie",True,False,https://leetcode.com/problems/implement-magic-dictionary
677,677,Map Sum Pairs,map-sum-pairs,Medium,56.94,False,"Hash Table, String, Design, Trie",True,False,https://leetcode.com/problems/map-sum-pairs
678,678,Valid Parenthesis String,valid-parenthesis-string,Medium,38.66,False,"String, Dynamic Programming, Stack, Greedy",True,False,https://leetcode.com/problems/valid-parenthesis-string
679,679,24 Game,24-game,Hard,49.82,False,"Array, Math, Backtracking",True,False,https://leetcode.com/problems/24-game
680,680,Valid Palindrome II,valid-palindrome-ii,Easy,42.61,False,"Two Pointers, String, Greedy",True,False,https://leetcode.com/problems/valid-palindrome-ii
681,681,Next Closest Time,next-closest-time,Medium,46.87,True,"Hash Table, String, Backtracking, Enumeration",True,False,https://leetcode.com/problems/next-closest-time
682,682,Baseball Game,baseball-game,Easy,78.36,False,"Array, Stack, Simulation",True,False,https://leetcode.com/problems/baseball-game
683,683,K Empty Slots,k-empty-slots,Hard,37.24,True,"Array, Binary Indexed Tree, Segment Tree, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",True,False,https://leetcode.com/problems/k-empty-slots
684,684,Redundant Connection,redundant-connection,Medium,66.12,False,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,False,https://leetcode.com/problems/redundant-connection
685,685,Redundant Connection II,redundant-connection-ii,Hard,34.9,False,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,False,https://leetcode.com/problems/redundant-connection-ii
686,686,Repeated String Match,repeated-string-match,Medium,36.37,False,"String, String Matching",True,False,https://leetcode.com/problems/repeated-string-match
687,687,Longest Univalue Path,longest-univalue-path,Medium,42.34,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/longest-univalue-path
688,688,Knight Probability in Chessboard,knight-probability-in-chessboard,Medium,56.49,False,Dynamic Programming,True,False,https://leetcode.com/problems/knight-probability-in-chessboard
689,689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,Hard,59.43,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays
690,690,Employee Importance,employee-importance,Medium,68.09,False,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/employee-importance
691,691,Stickers to Spell Word,stickers-to-spell-word,Hard,49.91,False,"Array, Hash Table, String, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",True,False,https://leetcode.com/problems/stickers-to-spell-word
692,692,Top K Frequent Words,top-k-frequent-words,Medium,58.99,False,"Array, Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting",True,False,https://leetcode.com/problems/top-k-frequent-words
693,693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,Easy,63.33,False,Bit Manipulation,True,False,https://leetcode.com/problems/binary-number-with-alternating-bits
694,694,Number of Distinct Islands,number-of-distinct-islands,Medium,62.02,True,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function",True,True,https://leetcode.com/problems/number-of-distinct-islands
695,695,Max Area of Island,max-area-of-island,Medium,72.95,False,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",True,False,https://leetcode.com/problems/max-area-of-island
696,696,Count Binary Substrings,count-binary-substrings,Easy,65.77,False,"Two Pointers, String",True,False,https://leetcode.com/problems/count-binary-substrings
697,697,Degree of an Array,degree-of-an-array,Easy,57.17,False,"Array, Hash Table",True,False,https://leetcode.com/problems/degree-of-an-array
698,698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.07,False,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",True,False,https://leetcode.com/problems/partition-to-k-equal-sum-subsets
699,699,Falling Squares,falling-squares,Hard,45.9,False,"Array, Segment Tree, Ordered Set",True,False,https://leetcode.com/problems/falling-squares
783,700,Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy,81.38,False,"Tree, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/search-in-a-binary-search-tree
784,701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.49,False,"Tree, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/insert-into-a-binary-search-tree
786,702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium,72.66,True,"Array, Binary Search, Interactive",True,False,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size
